Scenario,Replication,seed,order_size_mean,limit_price_decay_rate,mm_base_spread,sim_duration,avg_spread,median_exec_time,mean_exec_time,p99_exec_time,resting_exec_count,market_exec_count,total_executions,trade_count,trades_per_hour,execs_per_hour,mm_final_pnl,mm_final_pnl_per_hour,mm_final_pnl_per_1k_trades,mm_final_inventory,avg_mm_inventory,rest_exec_skew,rest_exec_kurtosis,price_volatility,depth_within_5_ticks,mm_depth_within_5_ticks,mm_depth_fraction,mm_realized_spread,runtime_sec,bid_level_1,bid_level_2,bid_level_3,bid_level_4,bid_level_5,ask_level_1,ask_level_2,ask_level_3,ask_level_4,ask_level_5
S10,4,1000004,1.0,0.1,2.0,23400.0,2.467853741734817,21.468535919079386,841.8799297030012,14495.86337726499,9292,8,9300,9293,1429.6923076923078,1430.769230769231,4740.222695312502,729.2650300480773,510.0853002596042,0.0,1.2627082443400257,0.0,0.0,8.496672813537612e-06,0.0,0.0,0.0,-1.3192000757721423,0.3654468059539795,0,0,0,0,0,0,0,0,0,0
