Scenario,Replication,seed,order_size_mean,limit_price_decay_rate,mm_base_spread,sim_duration,avg_spread,median_exec_time,mean_exec_time,p99_exec_time,resting_exec_count,market_exec_count,total_executions,trade_count,trades_per_hour,execs_per_hour,mm_final_pnl,mm_final_pnl_per_hour,mm_final_pnl_per_1k_trades,mm_final_inventory,avg_mm_inventory,rest_exec_skew,rest_exec_kurtosis,price_volatility,depth_within_5_ticks,mm_depth_within_5_ticks,mm_depth_fraction,mm_realized_spread,runtime_sec,bid_level_1,bid_level_2,bid_level_3,bid_level_4,bid_level_5,ask_level_1,ask_level_2,ask_level_3,ask_level_4,ask_level_5
S123,1,1000001,10.0,0.5,0.5,23400.0,0.5639173618913298,26.668494822992216,845.4759081937734,10504.36800783799,92986,0,92986,92953,14300.461538461539,14305.538461538463,1132.8968749999988,174.29182692307674,12.187846277150804,-3.0,-0.6202477573686459,0.0,0.0,7.445642656020594e-07,0.0,0.0,0.0,-0.2988014543446244,0.5712728500366211,0,0,0,0,0,0,0,0,0,0
