Scenario,Replication,seed,order_size_mean,limit_price_decay_rate,mm_base_spread,sim_duration,avg_spread,median_exec_time,mean_exec_time,p99_exec_time,resting_exec_count,market_exec_count,total_executions,trade_count,trades_per_hour,execs_per_hour,mm_final_pnl,mm_final_pnl_per_hour,mm_final_pnl_per_1k_trades,mm_final_inventory,avg_mm_inventory,rest_exec_skew,rest_exec_kurtosis,price_volatility,depth_within_5_ticks,mm_depth_within_5_ticks,mm_depth_fraction,mm_realized_spread,runtime_sec,bid_level_1,bid_level_2,bid_level_3,bid_level_4,bid_level_5,ask_level_1,ask_level_2,ask_level_3,ask_level_4,ask_level_5
S19,4,1000004,1.0,0.3,1.0,23400.0,0.9148016782682258,27.20441551037038,781.2259412276858,12134.376141503531,9278,8,9286,9286,1428.6153846153848,1428.6153846153848,1553.8809472656255,239.0586072716347,167.33587629395063,7.0,0.410508329773601,0.0,0.0,1.45785027280917e-06,0.0,0.0,0.0,-0.5163195815482611,0.38452959060668945,0,0,0,0,0,0,0,0,0,0
