Scenario,n_rep,avg_spread_mean,avg_spread_CI95_lower,avg_spread_CI95_upper,median_exec_time_mean,median_exec_time_CI95_lower,median_exec_time_CI95_upper,mm_final_pnl_per_1k_trades_mean,mm_final_pnl_per_1k_trades_CI95_lower,mm_final_pnl_per_1k_trades_CI95_upper
S53,5,3.981415240524032,3.9248356961037834,4.0379947849442805,23.26971281502565,21.892346516188894,24.647079113862404,20.332548691316617,17.05112054089665,23.613976841736584
S54,5,4.194117635010143,4.1607388131599095,4.227496456860376,23.583092879659034,22.145475145357643,25.020710613960425,39.89073092295472,37.93100954238323,41.850452303526204
S55,5,4.717395540029461,4.666261382431019,4.768529697627903,23.74669610241356,22.4230947864574,25.070297418369716,77.04954995003654,75.11397636386798,78.9851235362051
S56,5,1.9484659866444891,1.9060916650524828,1.9908403082364954,23.25286275168001,21.653306717131944,24.852418786228075,3.930682098987325,2.494071887393359,5.367292310581291
S57,5,1.991351711292564,1.9691407954531812,2.013562627131947,23.446758107220013,22.02817892910282,24.86533728533721,10.039247473463556,9.016935427350143,11.061559519576969
S58,5,2.0967879391138653,2.0852616086857774,2.1083142695419532,23.91946841057961,22.281328704052004,25.55760811710722,19.403985549494703,18.23786265381704,20.570108445172366
S59,5,2.356429654033418,2.3299334803280076,2.3829258277388283,23.765668134455968,22.488370733844565,25.04296553506737,38.18050239360871,36.92889707226249,39.43210771495494
S60,5,2.750868768042742,2.73003067879042,2.771706857295064,24.06899596824702,22.886984064565443,25.251007871928596,64.68445198837885,63.36939786662628,65.99950611013143
S61,5,1.0066971481881444,0.9877637743829539,1.0256305219933348,23.68758864075503,22.218516867976785,25.156660413533277,3.675764516256632,3.0886217468802597,4.262907285633005
S62,5,1.0549236841529956,1.04771808412321,1.0621292841827812,24.15529863517837,22.251879378657712,26.058717891699025,9.26303475237502,8.676426961298159,9.849642543451882
S63,5,1.1701266332405915,1.155826160387004,1.1844271060941791,24.09473918967506,22.89552930087766,25.293949078472462,18.27024985973689,17.5160791061954,19.02442061327838
S64,5,1.367532886225212,1.3580128204135986,1.3770529520368255,24.55228557009532,22.980799709620097,26.123771430570546,31.542583208451283,31.342711463467936,31.74245495343463
S65,5,1.5776226752085392,1.5645926617534154,1.590652688663663,24.346094526595653,22.9403044557577,25.751884597433605,37.95953582498968,36.93617510977844,38.98289654020092
S66,5,0.6863657923998862,0.677168446960498,0.6955631378392743,24.04307838503109,22.624202627183823,25.46195414287836,3.546914325411352,3.221386392648473,3.8724422581742313
S67,5,0.7404959630101743,0.7306497963221059,0.7503421296982427,24.37389310012504,22.900449001751984,25.8473371984981,8.996962496702668,8.621873512491064,9.372051480914273
S68,5,0.8466644850270384,0.8391158611215435,0.8542131089325333,24.56639135164276,23.19589762525563,25.936885078029892,16.462302719395744,16.102516331043145,16.822089107748344
S69,5,0.9943850749097476,0.9866450234092653,1.00212512641023,24.40996860261339,23.12073248183472,25.699204723392057,23.84045374058878,23.20014607259553,24.480761408582033
S70,5,1.1070948926034363,1.0974531854978742,1.1167365997089984,23.82616045924637,22.30058440244824,25.3517365160445,20.72731532771773,19.542531718545572,21.912098936889887
S71,5,0.4291981321825043,0.4258532327259733,0.4325430316390353,24.74780739600192,22.90449345226415,26.591121339739693,3.357976765346767,3.2070308165890635,3.5089227141044708
S72,5,0.4860526903771633,0.4808451738836049,0.4912602068707217,24.758912115685963,23.627894722621818,25.889929508750107,8.089908003337744,7.8045574819687955,8.375258524706693
S73,5,0.5687875925919212,0.5629910729104537,0.5745841122733888,24.673328533111864,23.49043221580635,25.856224850417377,12.557265124215707,12.212157422104022,12.902372826327392
S74,5,0.6458868748785566,0.6402969768725529,0.6514767728845602,24.65063931871591,22.964462228410497,26.336816409021324,12.88340219517568,12.591570729490275,13.175233660861085
S75,5,0.6907075395750955,0.6812503629902785,0.7001647161599124,22.936644763230923,21.388291629270583,24.484997897191263,5.163295582907159,3.9521998677357812,6.374391298078536
S76,5,3.826204943024922,3.7069274209247483,3.9454824651250955,24.508075556702877,23.00921654811269,26.006934565293065,2.368994805302495,0.9031499216431118,3.8348396889618783
S77,5,3.863562638816089,3.8035284501239572,3.9235968275082205,24.57813952269471,22.969747152444093,26.186531892945325,5.626945768059338,4.394621994095152,6.859269542023524
S78,5,3.995462570260993,3.9388148036415482,4.052110336880437,24.55727619915788,23.022060275315596,26.092492123000163,10.132042635749473,8.672596233256101,11.591489038242845
S79,5,4.201576057440459,4.182477713854433,4.220674401026485,24.89120039342856,23.306008526495578,26.47639226036154,19.94894510884497,18.839980828010972,21.05790938967897
S80,5,4.727194009250542,4.678336025060797,4.776051993440286,24.81299504062404,23.343350572517267,26.28263950873081,37.82796794974732,36.80406091792683,38.8518749815678
S81,5,1.959017333104428,1.9158859075057673,2.002148758703089,24.276755203586617,22.521060869893436,26.0324495372798,2.1053695379631434,1.4140587965041989,2.796680279422088
S82,5,2.00588101687761,1.9696603653917086,2.0421016683635114,24.99982002137831,23.523544559869435,26.47609548288718,4.933172189831349,4.4164025731144125,5.449941806548285
S83,5,2.102828038360516,2.088970878603067,2.1166851981179646,25.09976172637689,23.413128684461473,26.786394768292308,9.663092905131291,9.039488554903775,10.286697255358808
S84,5,2.3522938015878108,2.326110416905652,2.3784771862699694,25.153202884081203,23.83997755459474,26.466428213567667,18.720699383457266,18.296104356283713,19.145294410630818
S85,5,2.759035088973936,2.7314082363592096,2.7866619415886626,24.79521270065934,23.227535530177597,26.362889871141086,32.31156733894888,31.49080968543462,33.13232499246315
S86,5,1.0073450841983116,0.9933989202560107,1.0212912481406125,25.178453606591813,23.49703651018866,26.859870702994964,1.8681683934290043,1.5873255461569797,2.1490112407010287
S87,5,1.0544696256165131,1.0469659338653519,1.0619733173676744,25.53585836118077,23.67158851837245,27.400128203989095,4.634005310677144,4.3764667935358705,4.891543827818417
S88,5,1.1727875419747178,1.1613948200104294,1.1841802639390062,25.53125509110223,23.938882508403186,27.123627673801277,9.065247414503844,8.794894801253887,9.3356000277538
S89,5,1.3744614761987886,1.3626454736951048,1.3862774787024723,24.847397587864908,23.582164573844295,26.11263060188552,15.737035910913622,15.506225160732052,15.967846661095193
S90,5,1.5794301915152116,1.566816399323572,1.5920439837068512,24.24687892132606,22.763370246635482,25.73038759601664,18.98409109947907,18.481218540252346,19.486963658705793
S91,5,0.6883724747326567,0.6813366273847152,0.6954083220805982,25.459526853158696,23.640834670921336,27.278219035396056,1.7440637314660006,1.5949825436163192,1.893144919315682
S92,5,0.7410853277826089,0.7321726677197002,0.7499979878455176,25.725865713302237,24.078834770119318,27.372896656485157,4.4637380385569925,4.300900121821288,4.626575955292697
S93,5,0.8514652648321333,0.8419588502361698,0.8609716794280967,25.272584565736,23.851618475270218,26.693550656201783,8.317601202820967,8.099610555490738,8.535591850151196
S94,5,0.9955611542779854,0.9861459196270462,1.0049763889289247,24.715534969087862,23.296672139859034,26.13439779831669,11.974158243038184,11.746967311406143,12.201349174670225
S95,5,1.1101804182488837,1.1013424635359017,1.1190183729618657,23.548408293174543,22.179640560572494,24.91717602577659,10.503207555134324,10.024550571910291,10.981864538358357
S96,5,0.4313534133543067,0.4256125139365336,0.43709431277207983,25.660579640620156,24.08996903201077,27.23119024922954,1.718724754548786,1.5865232611026814,1.8509262479948907
S97,5,0.4871822081584344,0.48322885563238727,0.4911355606844815,26.05277018645256,24.61867163100381,27.486868741901308,4.024832420161821,3.8906608467805106,4.1590039935431315
S98,5,0.5673465047170618,0.5620636451628904,0.5726293642712332,25.15156107538605,24.177270516180396,26.1258516345917,6.221947723610278,6.013793028202719,6.430102419017836
S99,5,0.6473899978382125,0.6409445824276508,0.6538354132487741,24.39675112424975,23.044234742359908,25.749267506139592,6.580357319307521,6.379578763663249,6.781135874951794
S100,5,0.6907397371381971,0.6816612426819425,0.6998182315944518,22.8389448998526,21.320327400708074,24.357562398997125,2.646390890607941,2.0930819902514077,3.199699790964474
S101,5,3.8233755864066254,3.7080642474613366,3.9386869253519143,24.9195756995362,23.37884087530211,26.46031052377029,1.6444515759282996,0.8084852214481604,2.480417930408439
S102,5,3.8684429830829705,3.804795272869702,3.932090693296239,25.2476430195582,23.41026152920871,27.08502450990769,3.742071616112239,2.9412959622857615,4.542847269938717
S103,5,3.985196556512706,3.9324977543693795,4.037895358656033,25.36032696995192,23.727552065793724,26.993101874110117,6.845942538629757,5.8061173065174625,7.885767770742051
S104,5,4.208908716360079,4.187165979631142,4.230651453089016,25.2795336906732,23.53759526144856,27.021472119897844,13.347601214813494,12.628910610043418,14.06629181958357
S105,5,4.733962163982156,4.683094191610139,4.784830136354173,25.153269153121823,23.400784619044984,26.90575368719866,25.634069712176377,24.968980078456084,26.29915934589667
S106,5,1.954185132775797,1.910597980327083,1.9977722852245112,25.41970702301005,23.6908302690058,27.148583777014302,1.3671518250651995,0.9399376962985633,1.7943659538318357
S107,5,2.0054732181351422,1.9777626754541848,2.0331837608160996,25.32920303011233,23.790148106637954,26.868257953586703,3.3616285068056526,3.0339123304618125,3.6893446831494927
S108,5,2.1045555313756696,2.0887236421181385,2.1203874206332007,25.622902610047092,23.888923410380624,27.35688180971356,6.466733228580547,5.9929129980586735,6.9405534591024205
S109,5,2.355570331754662,2.3325607683057026,2.3785798952036217,25.70991765418712,23.99354102486954,27.4262942835047,12.48941905894226,12.26064297812249,12.718195139762031
S110,5,2.7583903398044187,2.7315786356151395,2.785202043993698,24.96860193169723,23.387479686941983,26.549724176452475,21.583252271980157,21.115952590737457,22.050551953222858
S111,5,1.0009635390061309,0.9887187887084928,1.013208289303769,25.91936288404752,24.024172311365223,27.814553456729815,1.2563293488465803,1.1371440067827416,1.375514690910419
S112,5,1.0583513967447455,1.0505977840341483,1.0661050094553428,25.77685813742808,23.996522516861248,27.55719375799491,3.0963083841282497,2.899731549074859,3.2928852191816405
S113,5,1.168877518368515,1.1547193528514137,1.1830356838856162,25.97056231528618,24.473057061655915,27.468067568916446,6.056846149457742,5.852028096010227,6.261664202905258
S114,5,1.3689680519130083,1.3560213547794204,1.3819147490465962,25.384555897222707,23.74553254202659,27.023579252418823,10.390278287128762,10.233156750420589,10.547399823836935
S115,5,1.5798666916493298,1.5675758536487965,1.5921575296498631,24.31322052869,22.931247700475993,25.695193356904007,12.735554964710124,12.321439145497711,13.149670783922536
S116,5,0.6873632748249954,0.6800316324640194,0.6946949171859713,25.794768154851955,23.740487098860925,27.849049210842985,1.1869302710188383,1.0831660934239324,1.2906944486137442
S117,5,0.741168451844296,0.7334423724955607,0.7488945311930314,26.59111922624834,24.57059019355826,28.611648258938416,2.9214554665522545,2.767285443976426,3.075625489128083
S118,5,0.8494699148210726,0.8388661801497331,0.860073649492412,25.83138379759614,24.36695288615342,27.295814709038858,5.480753545762687,5.318137045333061,5.643370046192312
S119,5,0.9952092568678652,0.9864962663840945,1.0039222473516358,24.77519998743004,23.544982242723467,26.00541773213661,7.979743621737367,7.839313795936375,8.12017344753836
S120,5,1.109680147434607,1.1005915708590412,1.1187687240101727,23.62976960878177,22.328955015190438,24.930584202373105,6.969856957276788,6.698697679709234,7.241016234844341
S121,5,0.4296102853504725,0.42530997079251254,0.4339105999084325,26.588063561415403,24.983073057310644,28.193054065520162,1.1272062260610425,1.049085260764953,1.205327191357132
S122,5,0.4865415995143222,0.4810946661624509,0.4919885328661935,26.182837240071173,24.50349013319298,27.862184346949366,2.6692179199360946,2.592289392728946,2.7461464471432433
S123,5,0.5679471907594286,0.5638613648644059,0.5720330166544513,25.49826062605249,24.235597317888693,26.76092393421629,4.1740738784232665,4.048248923024536,4.299898833821997
S124,5,0.6471938493228017,0.6412484510487594,0.6531392475968439,24.52786189267706,23.039365793194992,26.016357992159126,4.387221838083569,4.253507073272876,4.520936602894262
S125,5,0.6908552880231,0.6817681411055867,0.6999424349406134,22.84482050181532,21.319213186396624,24.370427817234017,1.7411352386963508,1.3753004865121192,2.1069699908805823
