S1,,,1.0,0.05,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,23400.0,0.0,2.9808228934578596,0.06238412502104018,7.935406521078494,0.26117553483882344,625.6187019965093,121.33540655745182,11679.536998513364,2343.873564083277,9759.0,79.75385677445323,6.2,4.2464634509200705,9765.2,77.99226220491364,9514.2,62.91422923822558,1463.723076923077,9.679112190496255,1502.3384615384616,11.99880956998666,378.74687499998015,100.43645353537003,58.268749999996956,15.451762082364617,39.778184613329685,10.395051685340574,4.0,12.476568246116397,1.686458778299872,5.365989162029285,0.0,0.0,0.0,0.0,2.5520167819179637e-05,6.064943747819481e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.14257599793520206,0.019453672444414965,0.4161857604980469,0.07377500511618867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S10,,,1.0,0.1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,23400.0,0.0,2.467972118858005,0.020770058231580495,21.079962575873502,1.4949103062459055,772.6313820711115,242.75447820042373,12221.594061776592,3469.325071334963,9273.8,104.87770617171219,5.8,4.759848468176271,9279.6,101.51433848358565,9271.4,100.8746606485494,1426.3692307692309,15.519178561315275,1427.6307692307696,15.617590535936262,4699.292476562502,107.27859804232975,722.9680733173082,16.50439969881996,506.85015675109946,9.287720704839872,-1.8,3.3311999999999995,-0.013156770610849999,1.213986693534018,0.0,0.0,0.0,0.0,8.497786084147431e-06,5.907623668471265e-07,0.0,0.0,0.0,0.0,0.0,0.0,-1.322723406590297,0.012117493819841965,0.4847550868988037,0.08557704634686893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100,,,20.0,0.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,23400.0,0.0,0.6907397371381971,0.012858112556409685,22.838944899852596,2.150858253890408,801.6541322972868,225.36980506087644,12338.75046823444,3607.008895757156,185248.4,2007.6093799683638,12.0,10.38684090568446,185260.4,2002.9913627219062,185260.4,2002.9913627219062,28501.6,308.1525173418311,28501.6,308.1525173418311,490.87650000000014,148.25745636684312,75.51946153846157,22.80883944105279,2.646390890607941,0.7836660751988448,5.2,12.458024909270327,-1.9682187099530117,2.44851999549919,0.0,0.0,0.0,0.0,1.1160705109387841e-06,1.081045608952453e-07,0.0,0.0,0.0,0.0,0.0,0.0,-0.385212846633545,0.02654040335472194,1.0495821475982665,0.06414193699198488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S101,,,30.0,0.05,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,23400.0,0.0,3.8233755864066254,0.16331850862863384,24.9195756995362,2.182183608200933,792.0189255431427,95.29057712216158,12378.809705197933,2223.536099496954,279547.2,2568.3265457113193,14.0,6.7997835259661015,279561.2,2564.80248125719,278724.8,2761.2977352166567,42880.738461538465,424.81503618717704,43009.41538461539,394.584997116491,459.10524999997335,330.3942303429458,70.63157692307283,50.82988159122243,1.6444515759282996,1.1840013265494216,4.8,19.734997720800475,3.9350704826997003,12.03797784150712,0.0,0.0,0.0,0.0,3.919384925517756e-05,1.4573166029574374e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.048348120341532144,0.08581374297192948,1.4018971920013428,0.09256399248395061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S102,,,30.0,0.05,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,23400.0,0.0,3.8684429830829705,0.09014594058777231,25.2476430195582,2.6023321516378495,786.928585856225,144.8110159439077,12632.869016926508,2517.230874095188,279255.2,2985.2127969910352,14.0,6.7997835259661015,279269.2,2981.667135635472,278578.8,2980.7862013514223,42858.276923076926,458.58249251560466,42964.492307692315,458.7180208669953,1043.097062499999,319.02920027589767,160.47647115384603,49.08141542706118,3.742071616112239,1.1341598035828069,2.2,24.270560220975533,2.779923109782145,10.848845537309987,0.0,0.0,0.0,0.0,3.825211343959604e-05,1.4771249250437372e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.08494492550357466,0.03909326143592589,1.3460556507110595,0.16453488680728673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S103,,,30.0,0.05,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,23400.0,0.0,3.985196556512706,0.07463871160707906,25.360326969951917,2.312542415277117,790.3365430047861,144.9783635995656,12556.677059470156,2312.4510408792344,279145.2,2916.968624048026,14.0,6.7997835259661015,279159.2,2913.4271958822374,278523.8,2948.1034262775515,42849.81538461539,453.5543732734689,42947.56923076923,448.2195685972665,1907.5418125,416.0484333992649,293.4679711538462,64.0074512921946,6.845942538629757,1.4727320634406775,4.0,22.925121661618284,3.969927381460914,15.094982708309002,0.0,0.0,0.0,0.0,3.790166668273373e-05,1.3685976719253294e-05,0.8,2.2208,0.2,0.5552,0.05,0.1388,-0.31367996069095583,0.022723158520644132,1.3913337230682372,0.10506479880173289,0.0,0.0,0.2,0.5552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.6655999999999997,0.0,0.0,0.0,0.0,0.0,0.0
S104,,,30.0,0.05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,23400.0,0.0,4.20890871636008,0.030794814877311023,25.2795336906732,2.4671536120038824,729.6902191968329,219.50736467487226,11405.144674951556,2717.77055950287,278662.0,3324.9317936641037,14.0,6.7997835259661015,278676.0,3321.273618243218,278282.2,3156.5738902080266,42812.64615384615,485.6267523396971,42873.23076923077,510.9651720374179,3714.1631250000014,281.8298692790494,571.4097115384618,43.35844142754609,13.347601214813494,1.0179005708376196,2.2,15.062198426524594,1.4421187526697994,10.517024021148332,0.0,0.0,0.0,0.0,3.394121276016487e-05,1.2669592708404089e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.7637058539815443,0.023282894247235328,1.4346534252166747,0.2928226594339838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S105,,,30.0,0.05,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,23400.0,0.0,4.733962163982156,0.07204565882893803,25.153269153121823,2.4820903401006644,788.6533789398338,184.64245422665303,12212.939029921472,2656.5446906765237,278283.6,3080.895122482062,14.0,6.7997835259661015,278297.6,3077.2683855085766,278093.0,3039.1372376536074,42783.53846153846,467.55957502363043,42815.015384615384,473.42590546285754,7128.361312500002,258.7011908844402,1096.6709711538465,39.80018321299091,25.634069712176377,0.9419840934732293,-4.8,5.073325126581185,0.07492524562152933,5.023808437154834,0.0,0.0,0.0,0.0,3.2276156055096844e-05,1.3117160184342736e-05,0.0,0.0,0.0,0.0,0.0,0.0,-1.6387455597540108,0.03280214710614466,1.449681329727173,0.3877732039697859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S106,,,30.0,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,23400.0,0.0,1.9541851327757975,0.06173364040695433,25.41970702301005,2.448654014854999,814.0714052863207,147.60042259800204,12474.928799762649,2260.5304003148367,279634.0,2678.139004240668,14.0,6.7997835259661015,279648.0,2674.339531093836,278768.2,2812.0764081893362,42887.415384615386,432.627139721435,43022.769230769234,411.43685093751367,381.5364374999814,169.8210923243211,58.697913461535585,26.126321896049404,1.3671518250651995,0.6050747048245827,0.4,14.171201309698478,1.6451089278086286,6.468348747099244,0.0,0.0,0.0,0.0,1.3481052918091823e-05,2.4091288757243336e-06,0.8,2.2208,0.2,0.5552,0.05,0.1388,-0.039920921828906185,0.05110186149552479,1.3763576984405517,0.1674727700862073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.6655999999999997
S107,,,30.0,0.1,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,23400.0,0.0,2.0054732181351422,0.03924717677670307,25.329203030112332,2.1798043201861534,783.6945155252372,153.27698788101225,12211.567146470325,2040.1139067697188,279144.8,3000.7539719195643,14.0,6.7997835259661015,279158.8,2997.166016905543,278523.6,2989.907240612149,42849.78461538461,459.98572932494585,42947.50769230769,461.10246413931554,936.4936249999992,132.25788128741024,144.07594230769217,20.347366351909276,3.3616285068056526,0.464153115066582,-0.4,12.214399999999998,0.29876121315677073,7.430028208917532,0.0,0.0,0.0,0.0,1.297893037399322e-05,2.6704729258828244e-06,0.8,2.2208,0.2,0.5552,0.05,0.1388,-0.16198814583848878,0.023631827041932466,1.4852283000946045,0.11904308240881441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.6655999999999997
