Scenario,Replication,seed,order_size_mean,limit_price_decay_rate,mm_base_spread,sim_duration,avg_spread,median_exec_time,mean_exec_time,p99_exec_time,resting_exec_count,market_exec_count,total_executions,trade_count,trades_per_hour,execs_per_hour,mm_final_pnl,mm_final_pnl_per_hour,mm_final_pnl_per_1k_trades,mm_final_inventory,avg_mm_inventory,rest_exec_skew,rest_exec_kurtosis,price_volatility,depth_within_5_ticks,mm_depth_within_5_ticks,mm_depth_fraction,mm_realized_spread,runtime_sec,bid_level_1,bid_level_2,bid_level_3,bid_level_4,bid_level_5,ask_level_1,ask_level_2,ask_level_3,ask_level_4,ask_level_5
S68,4,1000004,5.0,0.3,0.5,23400.0,0.8429307765376396,23.320098192848945,746.5134430795115,14347.469972599254,46548,20,46568,46499,7153.6923076923085,7164.307692307692,1572.1012499999986,241.86173076923058,33.809356115185246,-4.0,0.08543357539513029,0.0,0.0,1.6566032768910642e-06,0.0,0.0,0.0,-0.3718064371744794,0.5501871109008789,0,0,0,0,0,0,0,0,0,0
