order_size_mean,0.1,0.25,0.5,1.0,2.0
1.0,7.0126356340656305e-06,6.431857291769689e-06,5.569893677192881e-06,5.329951098138266e-06,6.884390433745008e-06
5.0,1.4340219643190912e-05,1.3703970110897562e-05,1.2979711592276056e-05,1.1964163763261403e-05,1.2232949959098445e-05
10.0,1.372640159461471e-05,1.3243501250098123e-05,1.2857382601840584e-05,1.1921156854604556e-05,1.2090972140985256e-05
20.0,1.1951976896844122e-05,1.1470920039651107e-05,1.1172518641393088e-05,1.032043284133552e-05,1.0609315463921718e-05
30.0,1.1900206713654414e-05,1.1500968927009655e-05,1.1128715291734727e-05,1.0318556031551204e-05,1.0600546559958354e-05
