metric,mean_CI_width,max_CI_width,min_CI_width
avg_spread,0.04134005377100362,0.23855504420034812,0.003170132290649663
median_exec_time,2.6180248966060042,4.534644538168315,0.27909631519469613
mm_pnl_per_1k_trades,3.483862292878593,26.93775024738636,0.15385705441429787
